,Organization,Capital Program,Program Subclass,Project Status,Project Title,Project Planning From,Project Planning To,Planned Construction From,Planned Construction To,Construction Completion From,Construction Completion To,Project Description,Project URL,SDE ID,GeoJSON,geo_point_2d,lat,lon,rect,start,end,duration,prior,prior_requests,during_requests
226,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2020 Watermain Relining - Centre,,,2020-01-01,2020-12-30,,,Centre from Hillview to north end,http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,11102," -76.60702744706352, 44.246467559927346, -76.60684479376906, 44.244345714604826, -76.6066781232384, 44.24385893326136, -76.60645645033675, 44.243030811240516, ""type"": ""LineString""}","44.244734673275865,-76.6068201526112",44.244734673275865,-76.6068201526112,"Rectangle(xmin=-76.62050218193563, ymin=44.18479940875427, xmax=-76.59298171546463, ymax=44.30469896241359)",2020-01-01,2020-12-30,364 days 00:00:00.000000000,2019-01-01,229,948
228,City Engineering,Road Rehabilitation,Mill and Pave,Project Complete,Mcdonald Ave Road Rehabilitation,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2019-01-01,2019-12-31,Mcdonald Ave Road Rehabilitation,,5318," -76.52276058226082, 44.2225541877974, -76.52287807829407, 44.223642416148145, ""type"": ""LineString""}","44.22309830197277,-76.52281933027744",44.22309830197277,-76.52281933027744,"Rectangle(xmin=-76.53635281316619, ymin=44.164680077355705, xmax=-76.5092858473887, ymax=44.28151652658984)",2019-01-01,2019-12-31,364 days 00:00:00.000000000,2018-01-01,0,532
230,Utilities Kingston,Utilities Construction,Electrical,Project Complete,Electric - Pole Line Design Barriefield - Drummond Street,2017-01-01,2017-12-31,2017-01-01,2017-12-31,,,Pole line design on Drummond St. from James to Wellington St,,179," -76.46216118979162, 44.24124245786438, -76.46197702734374, 44.24043405596666, -76.46177576575414, 44.2395763899572, ""type"": ""LineString""}","44.240409110996815,-76.46196983101005",44.240409110996815,-76.46196983101005,"Rectangle(xmin=-76.47563592466373, ymin=44.18195729105818, xmax=-76.44830103088202, ymax=44.2988615567634)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
231,Utilities Kingston,Utilities Construction,Electrical,Project Complete,Electric - Pole Line Design - Gilmour Street,2016-01-01,2016-12-31,2017-01-01,2017-12-31,,,Pole line design on Gilmour St. from Phillips to Bath Road,,178," -76.526552511669, 44.24307185464524, -76.52634579012236, 44.2399074874309, ""type"": ""LineString""}","44.24148967103807,-76.52644915089567",44.24148967103807,-76.52644915089567,"Rectangle(xmin=-76.54002724654111, ymin=44.18201786978748, xmax=-76.51287105525024, ymax=44.300961472288655)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
232,Utilities Kingston,Utilities Construction,Electrical,Project Complete,Electric - Circuit 204 Line Extension,,,2015-01-01,2016-12-31,,,Additional Supply to Support Williamsville Developments,,40," -76.4957391881583, 44.231755962858344, -76.49578955560582, 44.23399328334926, ""type"": ""LineString""}","44.2328746231038,-76.49576437188206",44.2328746231038,-76.49576437188206,"Rectangle(xmin=-76.50926429047794, ymin=44.173995910835174, xmax=-76.48226445328618, ymax=44.29175333537243)",2015-01-01,2016-12-31,730 days 00:00:00.000000000,2014-01-01,0,0
233,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2018 Watermain Relining Project,2017-01-01,2017-12-31,2018-01-01,2018-12-31,,,"Watermain Relining on Mohawk Pl, from Portsmouth Ave to Indian Rd",,87," -76.52990489369311, 44.253262971024924, -76.52969564285951, 44.25326971722799, -76.52826313125998, 44.25330749272135, -76.527660186003, 44.25333587377732, -76.52747826230525, 44.25334452994736, ""type"": ""LineString""}","44.25329877883467,-76.52869139084679",44.25329877883467,-76.52869139084679,"Rectangle(xmin=-76.54337962856523, ymin=44.1953591978731, xmax=-76.51400352743313, ymax=44.311248303099184)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
234,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2015 Watermain Relining Project,2015-01-01,2015-12-31,2016-01-01,2016-12-31,2016-01-01,2016-12-31,Watermain Relining on Sunny Acres Rd from 280m South of Front Rd to the end,http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,69," -76.56357217488309, 44.209646201744064, -76.56370897384961, 44.211014200482786, -76.56371189516358, 44.21104342229067, -76.56388277652343, 44.21275214253024, -76.56388361832101, 44.212760725339564, -76.56399782969528, 44.21393398072263, -76.56399997374403, 44.21395600619223, -76.56430388073073, 44.217077781662546, ""type"": ""MultiLineString""}","44.213369969057176,-76.56394120479224",44.213369969057176,-76.56394120479224,"Rectangle(xmin=-76.57777861560285, ymin=44.151596765624234, xmax=-76.55009744001097, ymax=44.27512721778238)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
235,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2017 Watermain Relining Project,2016-01-01,2016-12-31,2017-01-01,2017-12-31,,,"Watermain Relining on Cliff Cres, entire length",http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,76," -76.51797604784343, 44.23245901525692, -76.51796964193703, 44.232451766511446, -76.51797922125104, 44.23240925642354, -76.51786321446, 44.23161311332159, -76.51781064350992, 44.2313511838987, -76.51778999813604, 44.231339641756676, -76.51756436222935, 44.23135489055238, -76.51674234360361, 44.23141044183277, -76.51666854381632, 44.23141587929773, -76.516495098395, 44.23142718640005, -76.5157104197217, 44.231483188766525, -76.5154837651348, 44.23151016174316, -76.51555959855988, 44.23169774964078, -76.51586786191702, 44.232460289292014, -76.51595763131715, 44.232622731865156, -76.51622201292498, 44.232824437898586, -76.51672468155621, 44.233207935979436, ""type"": ""LineString""}","44.23191184893773,-76.51664517800467",44.23191184893773,-76.51664517800467,"Rectangle(xmin=-76.53145395612316, ymin=44.17348619266147, xmax=-76.50200903026268, ymax=44.29106138507464)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
236,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2018 Watermain Relining Project,2017-01-01,2017-12-31,2018-01-01,2018-12-31,,,"Watermain Relining on Stormont Ave, entire length",,90," -76.52625396266599, 44.25352515877836, -76.52613881188688, 44.2536592454346, -76.52571714958573, 44.25412600130125, -76.52563240078106, 44.25425487097572, -76.52561421784004, 44.25432376459091, -76.52560054109982, 44.25440047655049, -76.52560471106817, 44.25448693986075, -76.52563174853346, 44.255047737736035, -76.52551857157201, 44.25528840390504, -76.52549956957462, 44.25529541088339, -76.52549396223517, 44.25530561507683, -76.52549500668938, 44.255315729520916, -76.52550467473715, 44.25532629146662, -76.52543391235719, 44.255481421413776, -76.52511441913008, 44.25552122052172, ""type"": ""LineString""}","44.25458894145492,-76.52567643715578",44.25458894145492,-76.52567643715578,"Rectangle(xmin=-76.53972869753811, ymin=44.19563680141959, xmax=-76.51163968425796, ymax=44.31340957788049)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
237,Utilities Kingston,Utilities Replacement,Water,Project Complete,Poly Water Service Replacement,,,2015-01-01,2015-12-31,2015-01-01,2015-12-31,Replacement of existing Black Poly water services from the watermain to the curbstop shut off,,96," -76.6106986993591, 44.24960629073146, -76.61371825904584, 44.24936714480006, -76.61375235131017, 44.24935974193782, -76.61378561369682, 44.24935063359584, -76.61381761826159, 44.24933940044986, -76.61384810100546, 44.249326135159784, -76.61387681048258, 44.249310947148224, -76.61390350987443, 44.249293961697944, -76.61392797894325, 44.249275318918414, -76.61395001584877, 44.249255172590054, -76.61396943881313, 44.24923368889574, -76.61398740590259, 44.24921148577716, -76.61452987536711, 44.247917509371234, -76.61491065044956, 44.247300236452006, ""type"": ""LineString""}","44.24899123656567,-76.61316275666272",44.24899123656567,-76.61316275666272,"Rectangle(xmin=-76.62838538532168, ymin=44.18903512987959, xmax=-76.59722396448699, ymax=44.30787139730387)",2015-01-01,2015-12-31,364 days 00:00:00.000000000,2014-01-01,0,0
238,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,Division Street Water Reconstruction,,,2017-01-01,2017-12-31,2017-01-01,2017-12-31,Reconstruction of Division Street,https://www.cityofkingston.ca/city-hall/projects-construction,119," -76.49304040302349, 44.23345599195184, -76.49291722181528, 44.23297567860389, -76.49274390055137, 44.232183142643215, -76.49296621575246, 44.231292990074806, -76.49300133075592, 44.230531864523456, -76.49301870853373, 44.22969599866099, -76.4930427815738, 44.22892626086652, -76.49296949128791, 44.2277350353623, ""type"": ""LineString""}","44.230613438045104,-76.49295611356722",44.230613438045104,-76.49295611356722,"Rectangle(xmin=-76.50651751644592, ymin=44.169986523033835, xmax=-76.47926916567926, ymax=44.29120450428031)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
239,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2015 Watermain Relining Project,2015-01-01,2015-12-31,2016-01-01,2016-12-31,2016-01-01,2016-12-31,"Watermain Relining on Hathway Terr, from Roosevelt Dr to the end",http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,63," -76.5800069986813, 44.23251097444031, -76.58008072634591, 44.233240570381575, -76.58006493749687, 44.233340555148125, -76.58002051720811, 44.23346276389653, -76.57993479176123, 44.233713926535025, -76.57988389584641, 44.233863042169354, -76.57987965450214, 44.233875858153006, ""type"": ""LineString""}","44.23320175029055,-76.58001661853282",44.23320175029055,-76.58001661853282,"Rectangle(xmin=-76.59355546121803, ymin=44.17439447861599, xmax=-76.56640491963002, ymax=44.29199235397733)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
240,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,Johnson St Watermain Rehabilitiation,2018-01-01,2018-12-31,2019-01-01,2019-12-31,,,"Watermain Rehabilitiation on Johnson St from Bagot St to Sydenham St, completed in the 2019 Watermain Relining Program",,1803," -76.48520165706174, 44.23010388928463, -76.485277678302, 44.23013947471499, -76.48761698811072, 44.230490795628974, ""type"": ""LineString""}","44.23030850600116,-76.4864059494391",44.23030850600116,-76.4864059494391,"Rectangle(xmin=-76.50109172298284, ymin=44.172378157761905, xmax=-76.47172692218962, ymax=44.2882165271517)",2019-01-01,2019-12-31,364 days 00:00:00.000000000,2018-01-01,0,1031
241,Utilities Kingston,Utilities Construction,Water,Project Complete,Water - Avenue Road Trunk Watermain Construction,2014-01-01,2014-12-31,2015-01-01,2015-12-31,2015-01-01,2015-12-31,"Construction of new Trunk water main on Avenue Rd, from 85m north of Elizabeth Ave to Princess St",,43," -76.51889617534181, 44.24819329367809, -76.51879611613639, 44.24653472845939, -76.51869019299852, 44.24503543141772, -76.51891132998233, 44.24480399635414, ""type"": ""LineString""}","44.24645845455012,-76.51879755446299",44.24645845455012,-76.51879755446299,"Rectangle(xmin=-76.53238606485445, ymin=44.18694661718013, xmax=-76.5052154581264, ymax=44.3060506728521)",2015-01-01,2015-12-31,364 days 00:00:00.000000000,2014-01-01,0,0
243,Transportation Services,Active Transportation,Bike Lane,Project Complete,Montreal Bike Lanes,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2019-01-01,2019-12-31,Montreal Bike Lanes,,2439," -76.48681352593375, 44.24824631322791, -76.48706040578172, 44.24778574405272, -76.48785082774053, 44.24285888142423, -76.48757055166426, 44.24120461858066, -76.48649236483043, 44.2402324839301, -76.48519975692987, 44.23784818245729, -76.48510424471274, 44.234731956186764, ""type"": ""LineString""}","44.24145312831982,-76.48662599626836",44.24145312831982,-76.48662599626836,"Rectangle(xmin=-76.50132556261265, ymin=44.17700524324328, xmax=-76.47162950984062, ymax=44.305973026171394)",2019-01-01,2019-12-31,364 days 00:00:00.000000000,2018-01-01,0,1037
244,Transportation Services,Active Transportation,Sidewalk Construction,Project Complete,Bath Rd Sidewalk Construction,2019-01-01,2019-12-31,2019-01-01,2019-12-31,2019-01-01,2019-12-31,Bath Road Sidewalk Construction,,2756," -76.589778034236, 44.237725117275176, -76.58840907669655, 44.23748309142851, -76.58822518871708, 44.23754472403567, -76.58640849993532, 44.23731080561083, ""type"": ""LineString""}","44.237504423437514,-76.58809673391909",44.237504423437514,-76.58809673391909,"Rectangle(xmin=-76.60325276910812, ymin=44.179153012114064, xmax=-76.5729337650632, ymax=44.295882910771944)",2019-01-01,2019-12-31,364 days 00:00:00.000000000,2018-01-01,0,648
245,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2020 Watermain Relining - Hillview,2018-01-01,2018-12-31,2020-01-01,2020-12-31,,,"Hillview Rd, from Mona Dr to Bath Rd",http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,66," -76.6041562845548, 44.24425904258817, -76.60535852921426, 44.24361793184436, -76.60650246687278, 44.24297030102878, -76.60685248011458, 44.24280094840162, ""type"": ""LineString""}","44.24352867357777,-76.60550390106513",44.24352867357777,-76.60550390106513,"Rectangle(xmin=-76.6203272149867, ymin=44.18457029351954, xmax=-76.59068154968269, ymax=44.30248969747025)",2020-01-01,2020-12-31,365 days 00:00:00.000000000,2019-01-01,290,1094
246,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,"2020 Watermain Relining - Fleet , Wembly",,,2020-01-01,2020-12-30,,,"Fleet, Wembly - entire length",http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,10787," -76.59186726170044, 44.24239169327672, -76.59151039135814, 44.24276782309393, -76.59143790995165, 44.24288632894397, -76.59144767803267, 44.24303014674625, -76.59144189576693, 44.24303446774687, -76.59149162426047, 44.24313114883225, -76.59158856483147, 44.243231413282366, -76.5928310848139, 44.24386335845094, -76.59459243811226, 44.244760300344964, -76.59471893453173, 44.24486437995237, -76.59480375929434, 44.24495210754704, -76.59282488715412, 44.243866208818105, -76.59256078281881, 44.24411969080821, -76.59247406802909, 44.24418017409713, -76.59237443148257, 44.24419849805592, -76.59138044651229, 44.24422714023852, -76.59480414693864, 44.24495393875096, -76.5948973738164, 44.24510568379177, -76.59495167463278, 44.24528289275199, -76.59511793497616, 44.24789296691687, -76.59437546906011, 44.248009837541865, ""type"": ""MultiLineString""}","44.24493492638215,-76.59352856443836",44.24493492638215,-76.59352856443836,"Rectangle(xmin=-76.60859266984828, ymin=44.18421113310391, xmax=-76.57790571164017, ymax=44.30619039771468)",2020-01-01,2020-12-30,364 days 00:00:00.000000000,2019-01-01,571,2110
248,Utilities Kingston,Utilties Rehabilitation,Wastewater,Project Complete,2018 Princess Street Wastewater Reconstruction,,,2018-01-01,2018-12-31,,,Reconstruction of Princess Street including Barrie Street and Division Street.,https://www.cityofkingston.ca/city-hall/projects-construction,122," -76.48901605467522, 44.23258412850336, -76.49076467570835, 44.23285235048739, -76.49076467570835, 44.23285235048739, -76.49178196022474, 44.23300271440039, -76.49193478381537, 44.2330353530206, -76.49208322606727, 44.23307715770079, -76.49222622563065, 44.23312782954267, -76.49304040302349, 44.23345599195184, -76.49341035188165, 44.23489824371017, -76.49052769911857, 44.23372803023924, -76.49076467570835, 44.23285235048739, ""type"": ""MultiLineString""}","44.233264233820144,-76.4914911904649",44.233264233820144,-76.4914911904649,"Rectangle(xmin=-76.50688508675377, ymin=44.174834072220456, xmax=-76.4755413198031, ymax=44.292648299993076)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
249,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,Structure Relining of Watermain 2016,2016-01-01,2016-12-31,2016-01-01,2016-12-31,2016-01-01,2016-12-31,Structure Relining of Princess St,http://www.utilitieskingston.com/Projects/Detail/WatermainReliningProgram,124," -76.53542557499536, 44.2524187150871, -76.533231770538, 44.251333722564375, ""type"": ""LineString""}","44.25187621882574,-76.53432867276668",44.25187621882574,-76.53432867276668,"Rectangle(xmin=-76.54890030986748, ymin=44.19340662268609, xmax=-76.51975703566588, ymax=44.31034581496539)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
250,City Engineering,Utilities Construction,Water,Project Complete,Water - John Counter Boul. Watermain Extension - Phase 2,,,2016-01-01,2016-12-31,2017-01-01,2017-12-31,Additional information to be provided by Utilities Kingston.,,45," -76.51974446071887, 44.25892557863712, -76.52689891369317, 44.25873486995851, ""type"": ""LineString""}","44.25883022429781,-76.52332168720602",44.25883022429781,-76.52332168720602,"Rectangle(xmin=-76.54037364856529, ymin=44.20084378995458, xmax=-76.50626972584675, ymax=44.316816658641045)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
251,Utilities Kingston,Utilities Construction,Water,Project Complete,Water - Taylor-Kidd Watermain Interconnect,2017-01-01,2017-12-31,2017-01-01,2017-12-31,,,Additional information to be provided by Utilities Kingston.,,44," -76.58981252152662, 44.25055470993006, -76.58956876007828, 44.25053223819098, -76.58746075526972, 44.24993380984633, -76.58588065182683, 44.24943935086263, -76.5828578034454, 44.24847820852655, -76.58202965091019, 44.24826360670253, -76.58125914156317, 44.24816013353904, -76.58084520957169, 44.24813168844411, -76.58019754096797, 44.24813697116662, -76.57962441482076, 44.24817827296039, -76.5791304414317, 44.2482627813355, -76.57860544695525, 44.24839462120374, -76.57779714991659, 44.24868611887327, -76.57716693857931, 44.248956297507625, -76.57641671605354, 44.24928064207163, -76.57547817576994, 44.24968638942125, -76.57491986141315, 44.24995763537901, ""type"": ""LineString""}","44.24908764564424,-76.58231574660383",44.24908764564424,-76.58231574660383,"Rectangle(xmin=-76.60328725639874, ymin=44.18997374796951, xmax=-76.56144512654103, ymax=44.30871265040466)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
252,Utilities Kingston,Utilities Replacement,Water,Project Complete,Watermain on Cataraqui Woods Drive,2016-01-01,2016-12-31,2017-01-01,2017-12-31,,,Replace 865m of 300mm Ductile Iron water main with new 450mm PVC watermain  in the Cat. Woods Dr. right of way to support Cat. Estates Business Park,,14275," -76.57433320792838, 44.267230451509754, -76.57397905304613, 44.267230268838844, -76.57262611797825, 44.267225509095134, -76.5715740699554, 44.2671692464738, -76.57135650245232, 44.267151523406696, -76.57011448832196, 44.26706908464712, -76.56963287057933, 44.26704703764456, -76.56935449120482, 44.267030091619844, -76.56921620248815, 44.26711227874197, -76.56907236947234, 44.267198193484, -76.568705789686, 44.267175168806055, -76.56744068271531, 44.267087642458584, -76.56672056304991, 44.26704887414205, -76.56647057244227, 44.26705474135428, -76.56616393398373, 44.26708834164565, -76.5658780870856, 44.267134347564614, -76.56558080034395, 44.26721766945543, -76.56531377877968, 44.26731602669919, -76.56501992860493, 44.26744968348952, -76.56460417600677, 44.267673589204506, -76.56424644600504, 44.2678668060494, -76.56397026749633, 44.26801597692569, ""type"": ""LineString""}","44.267218864784745,-76.56906757635103",44.267218864784745,-76.56906757635103,"Rectangle(xmin=-76.5878079428005, ymin=44.20893804414664, xmax=-76.55049553262421, ymax=44.32610802439889)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
256,Utilities Kingston,Utilties Rehabilitation,Water,Project Complete,2018 Watermain Relining Project,2017-01-01,2017-12-31,2018-01-01,2018-12-31,,,"Watermain Relining on McMichael St, from Indian Rd to McMahon Rd",,89," -76.52528422759791, 44.24980849909668, -76.52535422898055, 44.24985145304097, -76.52537025771268, 44.24985067627339, -76.52538036676802, 44.250044667197166, -76.52546111893197, 44.25136107054377, -76.5254619408083, 44.25137483689313, -76.52546929231042, 44.25149765607958, -76.52547167475441, 44.25153738430963, -76.52547237993801, 44.251549156246874, -76.52547778708485, 44.2516377079843, -76.52553765947184, 44.25261809005442, -76.52554137275978, 44.25268612760626, -76.52554649605518, 44.252778951447866, -76.52554603276675, 44.252790729987176, -76.52562250119809, 44.25284147590306, -76.52563889735197, 44.253112482795146, -76.52574008615976, 44.25325630834484, -76.52588408348412, 44.25336017094875, -76.52625396266599, 44.25352515877836, -76.52703767530095, 44.25387423634117, -76.52736931855145, 44.253970000683736, ""type"": ""LineString""}","44.25223717973233,-76.52583420066162",44.25223717973233,-76.52583420066162,"Rectangle(xmin=-76.54084405342357, ymin=44.191915433123874, xmax=-76.51180949272579, ymax=44.31186306665654)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
258,Utilities Kingston,Utilties Rehabilitation,Gas,Project Complete,2016 Steel Gas Main Replacement,2016-01-01,2016-12-31,2016-01-01,2016-12-31,2016-01-01,2016-12-31,Steel Gas Main Replacement,,130," -76.51511392719955, 44.24072818841433, -76.5168427225676, 44.24059785277707, -76.51792297733404, 44.240511442962514, -76.51905391198889, 44.24042306953497, ""type"": ""LineString""}","44.24057710616747,-76.51708403333895",44.24057710616747,-76.51708403333895,"Rectangle(xmin=-76.53252864686101, ymin=44.18256508913961, xmax=-76.50163919232743, ymax=44.29858616880969)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
259,Utilities Kingston,Utilties Rehabilitation,Gas,Project Complete,2015 Steel Gas Main Replacement,2015-01-01,2015-12-31,2016-01-01,2016-12-31,2016-01-01,2016-12-31,Steel Gas Main Replacement,,133," -76.4987561016042, 44.241487238472196, -76.49901358769887, 44.24310438484295, -76.49901358769887, 44.24310438484295, -76.50015985438846, 44.24304339269009, -76.4984128274129, 44.2431395672771, -76.49853934250137, 44.24313336082301, -76.49901358769887, 44.24310438484295, ""type"": ""MultiLineString""}","44.2427063833956,-76.49909221488684",44.2427063833956,-76.49909221488684,"Rectangle(xmin=-76.51363458926058, ymin=44.183708816249904, xmax=-76.48493809254079, ymax=44.30091798949939)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
260,Utilities Kingston,Utilities Construction,Water,Project Complete,Water - Princess Street Watermain Interconnect,,,2014-01-01,2014-12-31,2014-01-01,2014-12-31,Confirm construction status.,,34," -76.54014146381603, 44.256059326557704, -76.53940109614274, 44.25563543233299, -76.53889807636571, 44.25525496378119, -76.53822681570347, 44.25474029225681, ""type"": ""LineString""}","44.25542997361988,-76.53916407211725",44.25542997361988,-76.53916407211725,"Rectangle(xmin=-76.55361619868815, ymin=44.19679325085387, xmax=-76.52475208083135, ymax=44.314006367960644)",2014-01-01,2014-12-31,364 days 00:00:00.000000000,2013-01-01,0,0
261,Utilities Kingston,Utilties Rehabilitation,Gas,Project Complete,2018 Steel Gas Main Replacement,2017-01-01,2017-12-31,2018-01-01,2018-12-31,2018-01-01,2018-12-31,Steel Gas Main Replacement,http://www.utilitieskingston.com/Projects/Detail/GasMainReplacement2018,192," -76.53319384155449, 44.251399429839616, -76.5295853322851, 44.2495956997172, ""type"": ""LineString""}","44.25049756477841,-76.5313895869198",44.25049756477841,-76.5313895869198,"Rectangle(xmin=-76.54666857642661, ymin=44.19167803198727, xmax=-76.51611059741298, ymax=44.30931709756954)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
262,Utilities Kingston,Utilities Construction,Water,Project Complete,Water - Bayridge Drive Trunk Watermain,,,2013-01-01,2013-12-31,2013-01-01,2013-12-31,,,35," -76.59368475081048, 44.23722625442556, -76.59369317957257, 44.237749360838684, -76.5941869450189, 44.23777677114141, -76.59471961601903, 44.238027248944896, -76.59482281143902, 44.23917725908444, -76.5933095928614, 44.23944692682889, -76.59306932317644, 44.2402678007501, -76.59281227372404, 44.24056713291934, ""type"": ""LineString""}","44.23886731926807,-76.59399197652021",44.23886731926807,-76.59399197652021,"Rectangle(xmin=-76.60829754631114, ymin=44.17904695299097, xmax=-76.57933753885192, ymax=44.29874643435392)",2013-01-01,2013-12-31,364 days 00:00:00.000000000,2012-01-01,0,0
263,Utilities Kingston,Utilties Rehabilitation,Wastewater,Project Complete,Wastewater Rehabilitation,2016-01-01,2016-12-31,2016-01-01,2016-12-31,,,Trunk Main to Grenville Cres,,3084," -76.53344723094224, 44.241781374714634, -76.53400869864987, 44.24173705279213, -76.53460053691417, 44.24169033125967, -76.53513070089345, 44.24243527586664, -76.53513070089345, 44.24243527586664, -76.53610095388677, 44.243588928929576, -76.53341474614122, 44.24249109977665, -76.53394894742281, 44.242474966315356, -76.53513070089345, 44.24243527586664, ""type"": ""MultiLineString""}","44.24239161318145,-76.53470306473592",44.24239161318145,-76.53470306473592,"Rectangle(xmin=-76.54957568875889, ymin=44.18376037635224, xmax=-76.5199400112691, ymax=44.301518883837005)",2016-01-01,2016-12-31,365 days 00:00:00.000000000,2015-01-01,0,0
