,ID,Accident Date,Accident Time,Intersection ID,Roadway,Intersection,RIMS ID,From Street,Street,Street.1,To Street,01 Accident Location,02 Impact Location,03 Thru Lane Number,04 Environmental Condition,05 Environmental Condition,06 Light,07 Traffic Control,08 Traffic Control Condition,15 Road Surface Condition,16 Road Surface Condition,17 Road Alignment,18 Road Alignment,21 Vehicle Type,22 Vehicle Type,33 Apparent Driver Action,34 Apparent Driver Action,35 Driver Condition,36 Driver Condition,37 Pedestrian Condition,38 Pedestrian Condition,39 Pedestrian Action,40 Pedestrian Action,41 Road Jurisdiction,42 Classification of Accident,43 Initial Direction of Travel,44 Initial Direction of Travel,45 Initial Impact Type,46 Vehicle Manoeuver,47 Vehicle Manoeuver,In Vehicle Injuries,Total Fatalities,Total Injuries,Pedestrian Injuries,Total Vehicles Involved,Cyclist Injuries,INTERSECT,coordinates
5084,17-2045,2017-01-22, 7:30:00 AM,,,,390,VAN ORDER RD,HWY 38,,ORSER RD,1.0,10.0,0.0,1.0,0.0,1.0,10.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,"VAN ORDER RD @ HWY 38, Kingston, Ontario","[44.3355015, -76.6247362]"
5085,18-8101,2018-06-03, 5:30:00 PM,,,,383,ROCK RD,HWY 38,,VAN ORDER RD,1.0,3.0,1.0,1.0,0.0,7.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,"ROCK RD @ HWY 38, Kingston, Ontario","[44.3181575, -76.6258988]"
5086,16-26616,2016-06-09, 8:23:00 PM,,,,00611-N,GLENGARRY RD,SIR JOHN A. MACDONALD BLVD,,GLENGARRY RD,1.0,2.0,1.0,1.0,0.0,7.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2,,"GLENGARRY RD @ SIR JOHN A. MACDONALD BLVD, Kingston, Ontario","[44.2530753, -76.5186631]"
5087,16-204,2016-02-01, 3:26:00 AM,,,,9333,PORTSMOUTH AVE,JOHNSON ST,,ROBERT WALLACE DR,4.0,12.0,0.0,1.0,0.0,8.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,,"PORTSMOUTH AVE @ JOHNSON ST, Kingston, Ontario","[44.2301119, -76.5261242]"
5088,16-3370,2016-04-02, 1:00:00 PM,,,,43040,JACKSON MILLS RD,BUR BROOK RD,,CORDUKES RD,4.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,3.0,5.0,1.0,0.0,1.0,0.0,2,,"JACKSON MILLS RD @ BUR BROOK RD, Kingston, Ontario","[44.2989361, -76.5602506]"
5089,16-31068,2016-11-10, 11:50:00 AM,,,,967,HWY 15,HWY 2,,MAIN ST,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,2,,"HWY 15 @ HWY 2, Kingston, Ontario","[44.2397059, -76.45848860000001]"
5090,18-31446,2018-08-20, 5:21:00 PM,,,,914,SHORE RD,HWY 2,,GRASS CREEK PARK ENTRANCE,1.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,4.0,0.0,1.0,5.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2,0.0,"SHORE RD @ HWY 2, Kingston, Ontario","[44.301472, -76.31158669999999]"
5091,16-11164,2016-01-05, 3:00:00 PM,,,,33745,KEENAN DR,IRVING CRT,,NORTH END,1.0,11.0,1.0,2.0,0.0,1.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,2,,"KEENAN DR @ IRVING CRT, Kingston, Ontario","[44.2540869, -76.5941691]"
5092,16-5443,2016-02-26, 3:54:00 PM,,,,9333,PORTSMOUTH AVE,JOHNSON ST,,ROBERT WALLACE DR,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,10.0,1.0,0.0,1.0,0.0,2,,"PORTSMOUTH AVE @ JOHNSON ST, Kingston, Ontario","[44.2301119, -76.5261242]"
5093,16-1374,2016-01-14, 12:30:00 PM,,,,2422,ROSEMUND CRES  (N),ABERFOYLE RD,,JOHN COUNTER BLVD,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,10.0,2.0,0.0,2.0,0.0,2,,"ROSEMUND CRES  (N) @ ABERFOYLE RD, Kingston, Ontario","[44.2572372, -76.5221729]"
5094,16-11960,2016-05-03, 9:50:00 AM,,,,12486,JASMINE ST,LOTUS AVE,,SW to BEND NE OF ROSE ABBEY DR,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,2,,"JASMINE ST @ LOTUS AVE, Kingston, Ontario","[44.26762280000001, -76.4452182]"
5095,16-23715,2016-08-13, 5:35:00 PM,,,,6,QUEEN ST,ONTARIO ST,,THE TRAGICALLY HIP WAY,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,8.0,1.0,1.0,0.0,1.0,0.0,2,,"QUEEN ST @ ONTARIO ST, Kingston, Ontario","[44.2320019, -76.47923519999999]"
5096,16-24321,2016-08-18, 4:27:00 PM,,,,639,INNOVATION DR,HWY 15,,MIDDLE RD,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3,,"INNOVATION DR @ HWY 15, Kingston, Ontario","[44.2726996, -76.4471095]"
5097,16-8754,2016-01-04, 7:32:00 AM,,,,507,SIR JOHN A. MACDONALD BLVD,JOHN COUNTER BLVD,,ABERFOYLE RD,4.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,2,,"SIR JOHN A. MACDONALD BLVD @ JOHN COUNTER BLVD, Kingston, Ontario","[44.2590509, -76.51913429999999]"
5098,16-11603,2016-04-29, 3:55:00 PM,,,,357,ENTRANCE TO CATARAQUI TOWN CENTRE,GARDINERS RD,,PRINCESS ST,4.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,0.0,2.0,0.0,1.0,16.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,2,,"ENTRANCE TO CATARAQUI TOWN CENTRE @ GARDINERS RD, Kingston, Ontario","[44.2563109, -76.5725597]"
5099,16-35149,2016-11-16, 8:42:00 AM,,,,967,HWY 15,HWY 2,,MAIN ST,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,4,,"HWY 15 @ HWY 2, Kingston, Ontario","[44.2397059, -76.45848860000001]"
5100,18-28880,2018-09-11, 4:30:00 PM,,,,35028,AUGUSTA DR,JENNIFER CRT,,WESTERLY TO END,4.0,11.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,6.0,9.0,11.0,0.0,0.0,0.0,0.0,2,0.0,"AUGUSTA DR @ JENNIFER CRT, Kingston, Ontario","[44.2596582, -76.5542737]"
5101,18-28599,2018-08-09, 8:15:00 PM,,,,919,ENGLISH WAY,HWY 2,,JOYCEVILLE RD,1.0,2.0,1.0,1.0,0.0,7.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,"ENGLISH WAY @ HWY 2, Kingston, Ontario","[44.2937511, -76.3201338]"
5102,16-5369,2016-02-25, 7:40:00 PM,,,,523,ROCKWELL DR,TAYLOR-KIDD BLVD,,GARDINERS RD,4.0,3.0,0.0,3.0,4.0,7.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,"ROCKWELL DR @ TAYLOR-KIDD BLVD, Kingston, Ontario","[44.2482503, -76.6280629]"
5103,18-37623,2018-03-10, 3:00:00 PM,,,,969,FORT HENRY DR,HWY 2,,FORT HENRY DR  (ACCESS RAMP),1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,14.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"FORT HENRY DR @ HWY 2, Kingston, Ontario","[44.2368489, -76.4659911]"
5104,16-6341,2016-03-14, 4:45:00 PM,,,,750,LEROY GRANT DR,CONCESSION ST,,(W.B.L.),1.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2,,"LEROY GRANT DR @ CONCESSION ST, Kingston, Ontario","[44.2412388, -76.5069015]"
5105,16-10956,2016-04-22, 8:20:00 PM,,,,371,BUR BROOK RD,HWY 38,,UNITY RD,1.0,2.0,0.0,1.0,0.0,7.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,"BUR BROOK RD @ HWY 38, Kingston, Ontario","[44.3012354, -76.4717995]"
5106,16-2276,2016-01-23, 5:30:00 PM,,,,00726-W,SIR JOHN A. MACDONALD BLVD,BATH RD,,PORTSMOUTH AVE,4.0,2.0,2.0,1.0,0.0,7.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0,4.0,1.0,2.0,0.0,2.0,0.0,2,,"SIR JOHN A. MACDONALD BLVD @ BATH RD, Kingston, Ontario","[44.2403568, -76.5191451]"
5107,16-466,2016-05-01, 11:00:00 AM,,,,827,INDIAN RD,PRINCESS ST,,PORTSMOUTH AVE,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,10.0,4.0,0.0,4.0,0.0,2,,"INDIAN RD @ PRINCESS ST, Kingston, Ontario","[44.248717, -76.5278703]"
5108,16-10641,2016-04-19, 5:26:00 PM,,,,633,GORE RD,HWY 15,,GREENLEES DR,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2,,"GORE RD @ HWY 15, Kingston, Ontario","[44.2591104, -76.4604047]"
5109,16-672,2016-07-01, 3:00:00 PM,,,,9008,BARRIE ST,PRINCESS ST,,100M WEST OF BARRIE ST,4.0,2.0,2.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,2,,"BARRIE ST @ PRINCESS ST, Kingston, Ontario","[44.2328506, -76.4908102]"
5110,18-43479,2018-11-16, 11:00:00 AM,,,,00238A,HWY 401 WB ON RAMP,DIVISION ST,,HWY 401 WB OFF RAMP,1.0,2.0,2.0,3.0,0.0,1.0,10.0,0.0,3.0,3.0,1.0,1.0,31.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"HWY 401 WB ON RAMP @ DIVISION ST, Kingston, Ontario","[44.2491459, -76.496077]"
5111,16-6541,2016-09-03, 9:10:00 PM,,,,362,CATARAQUI WOODS DR,GARDINERS RD,,FORTUNE CRES  (SOUTH),1.0,6.0,0.0,1.0,0.0,7.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,2,,"CATARAQUI WOODS DR @ GARDINERS RD, Kingston, Ontario","[44.2671036, -76.5688775]"
5112,17-19996,2017-06-28, 6:40:00 AM,,,,00604-N,BROCK ST,SIR JOHN A. MACDONALD BLVD,,NORMAN ROGERS DR,1.0,12.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,"BROCK ST @ SIR JOHN A. MACDONALD BLVD, Kingston, Ontario","[44.2325892, -76.51454319999999]"
5113,16-22357,2016-07-31, 10:45:00 AM,,,,33461,MONA DR,HIGH GATE PARK DR,,WESTERLY TO BEND,1.0,9.0,0.0,1.0,0.0,8.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,2,,"MONA DR @ HIGH GATE PARK DR, Kingston, Ontario","[44.2451927, -76.6025547]"
5114,16-2172,2016-01-22, 4:40:00 PM,,,,833,SYDENHAM RD,PRINCESS ST,,ANDERSEN DR,2.0,11.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,,"SYDENHAM RD @ PRINCESS ST, Kingston, Ontario","[44.2582136, -76.5439458]"
5115,17-29128,2017-09-25, 10:45:00 AM,,,,00608-S,ELMWOOD ST,SIR JOHN A. MACDONALD BLVD,,PRINCESS ST,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0.0,"ELMWOOD ST @ SIR JOHN A. MACDONALD BLVD, Kingston, Ontario","[44.2419901, -76.519255]"
5116,16-1089,2016-11-01, 12:35:00 PM,,,,371,BUR BROOK RD,HWY 38,,UNITY RD,1.0,10.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,"BUR BROOK RD @ HWY 38, Kingston, Ontario","[44.3012354, -76.4717995]"
5117,18-23383,2018-06-26, 1:50:00 PM,,,,968,MAIN ST,HWY 2,,NAVY WAY,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,99.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,10.0,1.0,0.0,1.0,0.0,2,0.0,"MAIN ST @ HWY 2, Kingston, Ontario","[44.23856, -76.46311]"
5118,16-27462,2016-09-13, 5:15:00 PM,,,,718,MACDONNELL ST,CONCESSION ST,,LEROY GRANT DR,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,10.0,1.0,0.0,1.0,0.0,3,,"MACDONNELL ST @ CONCESSION ST, Kingston, Ontario","[44.2412546, -76.5059014]"
5119,16-23749,2016-08-14, 12:40:00 AM,,,,33705,CRESTWOOD AVE  (EAST),WOODSIDE DR,,CRESTWOOD AVE  (WEST),4.0,10.0,0.0,1.0,0.0,7.0,10.0,0.0,2.0,2.0,2.0,1.0,5.0,1.0,10.0,99.0,8.0,99.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,2,,"CRESTWOOD AVE  (EAST) @ WOODSIDE DR, Kingston, Ontario","[44.2527235, -76.5998756]"
5120,16-14337,2016-05-24, 11:45:00 AM,,,,352,DEVELOPMENT DR,GARDINERS RD,,217M SOUTH OF PROGRESS AVE,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,2,,"DEVELOPMENT DR @ GARDINERS RD, Kingston, Ontario","[44.2418383, -76.5678915]"
5121,16-31098,2016-11-10, 4:10:00 PM,,,,639,INNOVATION DR,HWY 15,,MIDDLE RD,4.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,2,,"INNOVATION DR @ HWY 15, Kingston, Ontario","[44.2726996, -76.4471095]"
5122,16-3031,2016-01-31, 1:08:00 PM,,,,9466,WOODBINE RD,BAYRIDGE DR,,PRINCESS ST,1.0,9.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,14.0,0.0,1.0,0.0,1.0,0.0,2,,"WOODBINE RD @ BAYRIDGE DR, Kingston, Ontario","[44.2588645, -76.5840089]"
5123,16-5266,2016-02-26, 6:30:00 AM,,,,9,CAUSEWAY (WEST),LA SALLE CAUSEWAY,,EAST BANK OF CATARAQUI RIVER,1.0,2.0,0.0,1.0,0.0,3.0,10.0,0.0,6.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,2,,"CAUSEWAY (WEST) @ LA SALLE CAUSEWAY, Kingston, Ontario","[44.2350777, -76.4714184]"
5124,18-16509,2018-08-05, 4:29:00 PM,,,,970,VERITE AVE,HWY 2,,VALOUR DR,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,5.0,14.0,9.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,2,0.0,"VERITE AVE @ HWY 2, Kingston, Ontario","[44.235601, -76.4683202]"
5125,16-11867,2016-02-05, 1:09:00 PM,,,,31033,WINDSOR ST,LAKEVIEW AVE,,REDDEN ST,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,"WINDSOR ST @ LAKEVIEW AVE, Kingston, Ontario","[44.2162137, -76.57113939999999]"
5126,16-20139,2016-07-14, 9:00:00 AM,,,,00725-E,SIR JOHN A. MACDONALD BLVD,BATH RD,,SIR JOHN A. MACDONALD BLVD,1.0,2.0,2.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,99.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,10.0,1.0,0.0,1.0,0.0,2,,"SIR JOHN A. MACDONALD BLVD @ BATH RD, Kingston, Ontario","[44.2403568, -76.5191451]"
5127,17-33868,2017-10-10, 2:25:00 PM,,,,00608-S,ELMWOOD ST,SIR JOHN A. MACDONALD BLVD,,PRINCESS ST,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,99.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,10.0,1.0,0.0,1.0,0.0,4,0.0,"ELMWOOD ST @ SIR JOHN A. MACDONALD BLVD, Kingston, Ontario","[44.2419901, -76.519255]"
5128,18-19501,2018-05-31, 9:50:00 AM,,,,639,INNOVATION DR,HWY 15,,MIDDLE RD,4.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,"INNOVATION DR @ HWY 15, Kingston, Ontario","[44.2726996, -76.4471095]"
5129,17-29314,2017-09-11, 2:00:00 AM,,,,935,ST. LAWRENCE AVE,HWY 2,,ABBEY DAWN RD,1.0,3.0,1.0,1.0,0.0,7.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,"ST. LAWRENCE AVE @ HWY 2, Kingston, Ontario","[44.2647693, -76.3768351]"
5130,16-5011,2016-02-22, 4:00:00 PM,,,,9107,CLERGY ST E,QUEEN ST,,BARRIE ST,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2,,"CLERGY ST E @ QUEEN ST, Kingston, Ontario","[44.2334598, -76.48882809999999]"
5131,16-13780,2016-05-19, 12:02:00 PM,,,,630,BARRETT CRT,HWY 15,,MEDLET CRT,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,2,,"BARRETT CRT @ HWY 15, Kingston, Ontario","[44.2500426, -76.4609097]"
5132,17-29285,2017-10-31, 4:45:00 PM,,,,972,VALOUR DR,HWY 2,,The Great Cataraqui River,1.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,2,0.0,"VALOUR DR @ HWY 2, Kingston, Ontario","[44.2353118, -76.4703877]"
5133,16-12349,2016-05-19, 6:00:00 PM,,,,428,NEWMARKET LANE,ASCOT LANE,,NEWMARKET LANE  (EAST),4.0,11.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,9.0,11.0,0.0,0.0,0.0,0.0,2,,"NEWMARKET LANE @ ASCOT LANE, Kingston, Ontario","[44.2579101, -76.4811125]"
5134,18-42605,2018-09-11, 3:10:00 PM,,,,514,PRINCESS ST,TAYLOR-KIDD BLVD,,WATERLOO DR,1.0,2.0,2.0,2.0,0.0,1.0,10.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.0,"PRINCESS ST @ TAYLOR-KIDD BLVD, Kingston, Ontario","[44.2570267, -76.5421619]"
5135,18-38906,2018-10-13, 4:08:00 AM,,,,963,FESTUBERT ST,HWY 2,,NIAGARA PARK DR (EAST ENTRANCE),1.0,2.0,1.0,1.0,0.0,7.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,"FESTUBERT ST @ HWY 2, Kingston, Ontario","[44.2404894, -76.4484528]"
5136,16-4303,2016-02-14, 12:45:00 PM,,,,3030,DEDRICK N.,CASTERTON AVE,,DEDRICK DR  (NORTH),4.0,2.0,0.0,1.0,0.0,1.0,10.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,2,,"DEDRICK N. @ CASTERTON AVE, Kingston, Ontario","[44.23498, -76.5265882]"
5137,17-41432,2017-07-12, 5:00:00 PM,,,,530,PROGRESS AVE,TAYLOR-KIDD BLVD,,MILFORD DR,1.0,2.0,0.0,1.0,0.0,8.0,10.0,0.0,1.0,1.0,4.0,1.0,28.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"PROGRESS AVE @ TAYLOR-KIDD BLVD, Kingston, Ontario","[44.2483347, -76.5784232]"
